Web,Interactive,Video
0.9874931286286914,0.002551938230524992,0.009954933140783561
0.993321021270964,0.0001292732727678511,0.006549705456268194
0.9990165473376375,7.20180841727355e-05,0.0009114345781898409
0.019293920391918448,0.0029857181220972868,0.9777203614859842
0.9998731158806237,3.0940725889179675e-05,9.594339348722387e-05
0.601433299562554,0.0034125325457171644,0.39515416789172886
0.9991798640219981,0.0006511334410618277,0.0001690025369401449
0.9998279151741071,5.9505910656230864e-05,0.00011257891523667218
0.9982152310281406,0.001008084223278308,0.0007766847485810686
0.9982592252627375,1.5387379699481255e-05,0.0017253873575630804
0.9511720323932958,0.015511816997008012,0.033316150609696206
0.0016023126466089199,0.8761056530545694,0.12229203429882159
0.8917112183136814,0.03694251979557353,0.07134626189074501
0.6355480521100564,0.18432284078824349,0.1801291071017001
0.7903389376854102,0.17887227138240536,0.030788790932184288
0.9989468723086816,9.265714728810404e-05,0.0009604705440301027
0.9994685005708835,1.4988508809076589e-05,0.0005165109203072181
0.9984083676428678,5.240697232649922e-05,0.0015392253848057233
0.8710321707314482,0.000616543663328415,0.12835128560522333
0.9999079981077208,7.139880505912345e-06,8.486201177337838e-05
0.9999826058008038,1.9288189686254888e-06,1.546538022767728e-05
0.7980455532555716,0.00013437614004133033,0.20182007060438711
0.09269870502133597,0.5739469426803595,0.33335435229830457
0.9989534823576899,8.494413002942614e-05,0.0009615735122805925
0.433818939540464,0.012267846246627724,0.5539132142129083
0.9495770875205106,0.001398527242995181,0.04902438523649408
0.9979422316380978,4.40103078166373e-05,0.0020137580540857394
0.9873433816893544,0.0017945722947614385,0.01086204601588408
0.7623098997999305,0.01156625719556157,0.226123843004508
0.18094012559014733,0.8152303855402372,0.00382948886961561
0.9996237852283157,5.671509990331424e-05,0.00031949967178105277
0.9992736735976439,6.372042310221356e-05,0.0006626059792538399
0.9983554334905286,0.00115214666908494,0.0004924198403863958
0.9899563529028426,2.2713062647566247e-05,0.010020934034509925
0.999640974207689,0.00019968483234232266,0.00015934095996874306
0.7117492139671989,0.05110704232538757,0.23714374370741345
0.9973029052493045,9.597115699532759e-05,0.0026011235937001683
0.9999148689421489,5.603315551936065e-05,2.9097902331813915e-05
0.006849079953141044,0.3425803468590976,0.6505705731877612
0.0895903379987546,0.7647213136582639,0.14568834834298147
0.271210602144611,0.009937140306247727,0.7188522575491414
0.9913070420927691,0.0010267103505492712,0.007666247556681624
0.9994355112956615,4.81235896027044e-05,0.0005163651147357557
0.9998264943014545,4.518401033417767e-05,0.00012832168821117835
0.9370672608076872,0.004146052850888634,0.05878668634142416
0.930724875892739,0.0006536323052621305,0.06862149180199882
0.9857621072052511,0.009880297307912409,0.004357595486836329
0.9873547519046538,0.0029211748563491686,0.009724073238996765
0.9994042567471721,0.0003481412172486058,0.0002476020355793495
0.9967284608326437,0.002917515585279151,0.00035402358207713624
0.9999495394103585,5.282365533847941e-06,4.5178224107624365e-05
0.9998327872953052,0.0001397981829605824,2.7414521734242407e-05
0.948655093587075,0.0004260295900833839,0.050918876822841685
0.9996621269664362,4.64269974681327e-05,0.00029144603609559136
0.9992640040639532,0.0004914534088139016,0.0002445425272329665
0.9973294361695229,0.00018556962230511278,0.0024849942081720078
0.9998840665942714,7.609427603831283e-05,3.983912969030887e-05
0.9993987500593106,0.00012299392857516149,0.00047825601211423527
0.15269363949608908,0.7577822042050071,0.08952415629890381
0.9995584971229803,1.61748664534343e-05,0.0004253280105664026
0.04135776604294968,0.0022070263174437297,0.9564352076396067
0.9920026517872585,0.0007645210658253364,0.007232827146916042
0.9970272136473001,5.606161477769804e-05,0.002916724737922146
0.9960057503444089,0.003566822361059591,0.00042742729453140054
0.9970667003102608,0.0003539688596383378,0.0025793308301006357
0.9928669360918602,0.0003248352760561234,0.006808228632083791
0.9977515849891347,0.0009149556526439225,0.0013334593582211686
0.9914544736828146,0.0001559851896186248,0.008389541127566751
0.9990976000657436,0.000701987152913625,0.00020041278134272605
0.9997380253204342,5.9503168058490284e-05,0.00020247151150738278
0.9991708694103714,1.3489807060358787e-05,0.0008156407825681598
0.9933812190376407,3.2070608200194935e-05,0.006586710354159256
0.9874146186552822,0.0003587058473724347,0.01222667549734533
0.004743061321470028,0.9811138605012094,0.014143078177320509
0.9020514936341575,0.006819224485753665,0.09112928188008873
0.9370029962546662,0.013229377965884904,0.049767625779448744
0.6112359044131818,0.19984086867839823,0.18892322690842003
0.6137348365994059,0.3107546139521415,0.07551054944845269
0.002635598998174089,0.9944992077677005,0.0028651932341254684
0.8446169255659614,0.006399083275962569,0.14898399115807615
0.9998562938976593,4.918475180445594e-05,9.452135053629796e-05
0.9932244433204848,0.0019033986465301998,0.004872158032985119
0.9999633705125663,1.299685098154101e-05,2.36326364521078e-05
0.9982852718732426,3.8327704814734585e-05,0.0016764004219427182
0.9887208332170373,0.00048632276124386224,0.0107928440217188
0.9999473076106438,3.301489003206101e-05,1.9677499324210127e-05
0.9997087473805234,4.987278108629871e-05,0.0002413798383904403
0.9995310995573311,0.00012780190696791717,0.00034109853570099124
0.9786295981338923,0.0021922994547929156,0.01917810241131491
0.9971788342002657,0.0006207223106118801,0.002200443489122301
0.9776865173874301,0.00015567007580334676,0.02215781253676645
0.9997949295080356,0.00016370312707409275,4.136736489009536e-05
0.9925498933409299,0.0028269635913139622,0.0046231430677560695
0.8236234776963118,0.0010177162612024443,0.17535880604248572
0.9931042441478604,9.86760179382777e-05,0.006797079834201248
0.9991454673804251,0.0004687549404815252,0.0003857776790934112
0.4234230683783571,0.1915405197170931,0.38503641190454974
0.9998791747506872,1.0511416091967984e-05,0.00011031383322094421
0.9962285027883777,0.001309886786451296,0.002461610425171076
0.9986333700173818,8.360025910732415e-05,0.0012830297235108545
0.9998408179068793,4.369952288314633e-06,0.000154812140832278
0.9942837062036548,0.0003680095937241373,0.005348284202621049
0.9375339857662611,0.002054405293715135,0.060411608940023606
0.9993930338609264,0.0001082556011359045,0.0004987105379375663
0.9947174274445756,8.240059826814597e-05,0.005200171957156397
0.8359324392499445,0.16133705777500199,0.0027305029750535987
0.999259313598188,6.490476018287525e-05,0.0006757816416290856
0.7839838787782776,0.13492615796724572,0.0810899632544767
0.9994583703638877,0.0002252549503442726,0.0003163746857680768
0.9994098422909358,0.00011691626089511916,0.0004732414481689712
0.9992060394594592,0.00013382068635719947,0.0006601398541836096
0.09941687711769508,0.000264025556774256,0.9003190973255306
0.9989336673275684,9.492543151433073e-05,0.000971407240917217
0.6521824195163963,0.17814156147959878,0.1696760190040048
0.9656112067677326,0.00021167735606473175,0.03417711587620266
